N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
20,"[210,1320,1760,1920]","[10500,460,79000,55000]",14,0.01,"[True,True,False,False]","[0,2,1,0],[1,0,0,1],[1,0,0,1],[0,1,1,0][0,1,0,0][0,1,0,0][2,2,0,1][0,0,0,1][0,0,1,0][4,1,2,1][0,1,0,0][0,0,0,1][1,1,1,1][0,0,1,0][0,1,0,0][2,0,1,1][0,1,0,0][0,0,0,1][1,1,1,1][0,0,1,0][10488,447,78990,54990]",,,,,,,,
,,,,,,,,,,,,,,
Customer,Demand1,Demand2,Demand3,Demand4,Demand5,Demand6,Demand7,Demand8,Demand9,Demand10,Demand11,Demand12,Demand13,Demand14
0,3447,1076,1241,861,1137,0,3297,1039,878,903,1278,17,3820,1025
1,1862,254,804,0,41,0,1356,359,644,339,769,0,777,780
2,525,309,250,177,175,0,470,38,225,84,301,1,499,121
3,1913,1210,1712,3063,1999,5402,1899,2457,2062,2778,4387,5913,2768,3338
4,302,203,320,0,257,1,373,0,283,184,257,2,599,185
5,247,0,0,42,60,0,229,56,43,67,61,0,0,63
6,3995,1116,1230,0,989,3,2183,1020,1142,1114,762,6,1766,1025
7,0,224,859,698,749,0,799,1756,749,0,0,0,1614,398
8,420,86,262,145,265,0,453,126,162,156,134,1,523,244
9,6020,1942,0,2955,478,2829,4859,1244,1635,2708,3367,1821,3279,1852
10,146,205,305,0,218,4,252,184,125,466,256,2,200,285
11,143,53,60,53,56,0,181,51,40,61,41,0,199,0
12,3584,1210,952,1048,965,4,2628,1108,1003,0,1110,16,3952,1081
13,489,556,570,1587,453,0,1149,0,796,1619,33,0,0,1105
14,564,222,198,140,112,0,0,0,218,131,213,1,0,278
15,3503,2481,2121,1985,2799,7461,3704,3050,2377,2353,2412,10828,3849,2493
16,286,361,263,275,207,3,713,196,0,53,235,4,346,0
17,147,56,0,53,71,0,138,50,62,49,60,0,235,55
18,3736,1053,0,0,1481,2,2313,1046,1235,1309,1001,0,0,1167
19,0,1180,202,239,872,0,796,864,0,443,490,0,910,354
