N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
20,"[210,1320,1760,1920]","[10500,460,79000,55000]",14,0.01,"[True,True,False,False]","[0,0,1,0],[0,0,1,0],[0,0,0,1],[2,1,1,2][2,0,0,0][0,0,1,0][1,1,0,1][0,0,1,1][0,0,0,1][2,0,0,2][0,1,0,0][1,0,0,0][0,2,0,0][0,1,0,0][0,0,0,1][0,1,0,2][0,1,0,0][0,0,0,1][0,0,0,1][0,0,1,0][10492,452,78994,54987]",,,,,,,,
,,,,,,,,,,,,,,
Customer,Demand1,Demand2,Demand3,Demand4,Demand5,Demand6,Demand7,Demand8,Demand9,Demand10,Demand11,Demand12,Demand13,Demand14
0,1487,0,1042,1152,1061,3,3179,1162,1090,694,1439,0,2541,1195
1,1403,457,707,187,403,0,1940,567,818,187,554,0,2841,905
2,0,273,147,157,0,0,403,379,147,0,116,0,484,261
3,5637,2481,2288,0,3014,8688,2731,2573,2595,2489,2756,5763,2736,1671
4,363,155,416,107,334,0,104,318,292,367,266,6,339,134
5,181,50,49,0,0,0,145,60,0,60,36,0,204,58
6,3110,1215,0,1180,1072,0,3516,0,1033,973,1025,0,0,1076
7,2447,259,557,730,456,0,611,0,470,0,276,0,2207,1511
8,401,196,267,157,306,0,454,169,180,161,130,0,504,245
9,4225,3420,2910,0,3866,6619,5541,2955,816,2609,3364,10516,1373,2974
10,444,284,221,363,0,0,224,0,238,479,199,0,165,190
11,0,68,53,48,52,0,209,62,0,75,43,0,142,60
12,1907,0,1239,922,1453,4,0,1106,1193,1503,1072,11,3714,1211
13,1262,155,846,0,555,0,782,1263,418,0,397,0,1720,499
14,540,129,145,125,136,0,406,283,122,0,0,1,349,237
15,4333,2616,2645,2524,2918,4761,2636,2059,2478,2603,1313,10080,3410,2293
16,427,224,184,158,113,0,0,155,262,300,101,0,247,131
17,201,61,57,74,48,0,0,74,51,64,47,0,240,65
18,0,1080,977,1167,853,0,3847,966,1085,1108,1276,2,0,916
19,1489,1046,543,987,793,0,1849,69,639,507,718,0,1622,0
