N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
1000,"[210,1320,1760,1920]","[10500,484,79000,55000]",14,0.01,"[True,True,False,False]","[0,1,0,1],[1,0,0,1],[2,0,0,1],[0,2,2,0][0,0,1,0][0,0,0,1][1,0,1,0][1,0,0,1][0,0,1,0][0,1,0,1][2,0,0,0][0,0,0,1][0,0,0,1][0,0,1,0][0,1,0,0][0,1,1,1][1,1,0,0][1,0,0,0][1,1,1,0][0,0,0,1][0,0,0,1][0,1,2,0][0,1,0,0][1,0,0,0][0,1,0,1][0,2,0,0][0,0,1,0][0,1,0,1][0,1,0,0][0,0,0,1][0,1,0,0][1,0,1,0][0,0,1,0][1,2,0,1][0,0,0,1][0,0,1,0][0,0,1,1][1,0,1,0][0,0,1,0][0,2,0,1][0,0,1,0][1,1,0,0][0,1,1,0][0,0,1,0][0,0,0,1][0,0,1,1][0,1,0,0][0,0,1,0][1,3,0,0][0,1,0,0][0,0,0,1][1,1,1,1][0,1,0,0][0,1,0,0][0,0,2,1][0,0,0,1][0,0,0,1][1,1,1,1][0,0,0,1][0,0,1,0][2,0,2,0][0,1,0,0][0,0,1,0][0,0,0,1][1,1,0,0][0,0,1,0][0,0,1,2][0,1,0,0][1,0,1,0][1,1,1,1][0,1,0,0][0,0,1,0][0,0,0,1][1,1,0,0][0,0,1,0][1,1,1,1][0,0,1,0][1,0,0,0][0,1,0,0][0,0,1,0][0,0,0,1][2,1,0,2][1,0,0,1][0,0,0,1][1,2,0,0][0,0,1,0][1,1,0,0][0,0,1,1][0,0,0,1][0,0,1,0][1,0,0,1][0,0,0,1][1,0,0,0][0,2,0,1][0,0,1,0][0,0,0,1][0,2,1,0][1,0,0,1][0,0,0,1][4,1,1,1][0,0,0,1][0,0,1,0][1,2,0,0][0,0,1,0][0,1,0,0][0,1,0,1][2,0,0,0][0,1,0,0][0,1,0,1][1,1,0,0][0,0,0,1][0,4,1,1][0,0,1,0][0,1,0,0][1,0,2,1][0,0,0,1][0,0,1,0][0,0,0,2][1,0,1,0][0,0,0,1][0,2,0,0][2,1,0,1][0,0,0,1][2,0,1,2][0,0,1,0][0,1,0,0][1,1,1,0][1,0,0,0][0,0,1,0][1,0,1,2][0,0,0,1][1,0,0,0][1,1,1,1][0,0,1,1][1,0,0,1][1,1,1,0][0,0,0,1][0,1,0,0][0,1,0,0][0,0,0,1][0,0,1,0][1,1,0,0][0,1,0,0][0,0,0,1][1,1,1,0][1,1,0,0][0,1,0,0][0,2,0,2][0,0,0,1][1,0,1,0][0,0,2,0][0,0,0,2][0,0,1,0][1,2,1,0][0,0,0,1][0,1,0,0][3,1,0,1][0,0,0,1][0,0,0,1][0,0,2,0][0,0,1,0][0,0,1,0][2,2,0,0][0,0,0,1][0,0,1,0][2,0,1,1][0,0,1,0][0,1,0,0][0,1,0,1][0,1,0,0][0,0,0,1][1,1,0,1][1,0,1,0][0,0,1,0][0,2,1,0][0,0,0,1][0,0,1,0][2,0,0,2][0,0,0,1][1,0,0,0][0,0,0,1][0,0,0,1][0,0,0,1][0,0,1,1][1,0,0,1][0,0,0,1][0,2,0,1][0,1,0,0][0,0,1,0][0,0,0,1][0,0,1,0][0,1,0,0][0,1,2,1][0,0,0,1][0,0,1,0][0,0,1,1][0,1,0,0][0,1,0,0][0,0,1,1][0,0,1,1][0,0,0,1][1,0,1,1][0,0,0,1][1,0,0,1][4,0,1,1][1,0,0,0][0,1,0,0][0,1,1,0][0,0,1,0][0,0,0,1][0,2,1,0][0,1,1,0][0,0,0,1][1,0,0,0][0,0,0,1][1,0,0,0][0,0,2,0][0,0,0,1][0,0,0,1][0,1,0,2][0,0,1,0][1,0,0,0][3,1,0,1][0,0,0,1][0,0,1,0][2,0,2,1][0,1,0,0][0,0,0,1][1,0,2,0][0,1,1,0][0,1,0,0][0,0,1,2][1,0,0,1][0,0,1,0][0,1,0,2][0,1,0,0][0,0,1,0][0,0,1,1][0,0,0,1][0,1,0,0][0,0,1,1][0,1,0,0][0,0,1,0][1,0,1,0][0,1,0,0][0,0,1,0][0,1,0,0][0,0,0,1][1,0,0,1][0,0,2,1][0,1,0,0][0,0,0,1][0,0,1,0][0,0,0,1][0,0,0,1][2,2,0,1][0,1,0,0][0,0,1,0][1,2,1,0][0,0,1,0][0,0,0,1][0,0,0,1][0,0,0,1][1,0,0,0][1,0,0,2][0,0,1,0][0,0,0,1][2,0,2,0][0,0,1,0][0,1,0,0][0,0,1,1][0,1,0,0][0,0,1,0][1,1,1,0][0,1,0,0][1,0,0,0][2,1,1,0][1,1,1,0][0,1,0,0][0,2,0,2][0,1,0,0][1,0,0,0][0,0,2,1][0,1,0,1][0,0,1,0][0,1,0,2][1,0,0,0][0,1,0,0][0,1,2,0][0,0,1,0][0,0,0,1][0,0,0,2][0,1,0,0][0,0,0,1][0,0,1,0][0,0,0,1][0,1,0,0][1,1,2,0][1,0,0,1][1,0,0,0][0,0,1,1][0,1,0,0][0,0,1,0][0,1,1,1][0,0,1,0][1,0,0,0][0,0,0,2][0,0,1,0][0,1,0,0][0,2,1,0][0,0,0,1][1,0,0,0][1,0,1,1][0,0,0,1][0,1,0,0][0,1,2,0][0,1,0,0][0,0,0,1][0,1,1,1][0,0,1,0][0,0,1,0][1,1,1,1][0,1,0,0][0,0,1,0][0,3,0,0][0,0,1,0][1,0,1,0][1,0,0,3][0,0,0,1][1,0,0,0][0,0,2,0][0,1,0,1][0,1,0,0][1,0,2,1][0,0,1,0][0,1,0,0][2,1,0,0][0,1,0,1][0,0,0,1][0,0,1,1][0,0,0,1][1,0,0,0][1,1,2,0][0,0,1,0][0,0,0,1][1,1,0,1][0,1,0,0][0,1,0,0][0,1,0,1][2,0,0,1][1,0,0,1][0,1,1,0][1,1,0,0][0,1,0,0][0,1,1,0][0,0,0,1][1,0,0,1][1,0,2,1][0,0,1,0][0,1,0,0][2,1,1,0][0,0,1,0][0,1,0,0][2,3,0,0][0,1,0,0][0,0,1,0][0,0,0,1][0,1,0,0][0,1,0,0][1,1,0,1][1,0,0,0][1,0,0,0][2,1,1,0][0,0,1,0][1,1,0,0][0,0,1,0][0,0,1,0][0,0,1,0][0,2,1,0][0,0,1,0][1,0,0,1][0,0,0,1][0,0,0,1][1,0,0,0][2,3,0,0][0,0,0,1][1,0,1,0][0,0,3,0][0,0,1,0][0,0,0,1][0,1,0,2][0,0,1,0][0,0,0,1][0,0,0,2][0,0,0,1][1,0,0,0][1,1,0,0][0,0,1,0][1,0,1,0][2,1,1,0][0,0,0,1][1,0,0,0][4,0,1,0][0,0,1,0][0,0,1,0][0,0,2,0][2,1,0,0][0,0,1,0][3,1,1,0][3,1,0,0][0,0,1,0][2,1,1,1][0,0,0,1][0,0,1,0][3,2,0,1][0,0,0,1][0,0,1,0][1,1,0,2][0,0,1,0][0,0,0,1][0,1,0,1][0,0,0,1][0,1,0,0][0,0,1,1][0,0,0,1][1,0,0,0][0,0,1,1][0,0,0,1][0,1,0,0][1,1,1,1][2,0,0,0][0,0,1,0][1,1,2,0][1,0,0,1][0,0,1,0][2,3,1,0][0,0,0,1][0,0,0,1][0,0,1,1][0,0,0,1][0,0,0,1][3,0,2,0][0,0,1,0][1,0,0,0][4,2,0,1][1,1,1,0][1,1,0,0][1,0,2,1][0,0,1,0][0,0,1,0][0,0,1,1][0,1,0,0][1,0,0,0][0,0,1,0][0,0,0,1][0,0,1,0][0,2,1,0][1,0,1,0][1,0,0,1][2,0,1,1][0,1,0,0][1,0,1,0][0,2,1,0][0,1,0,0][0,0,1,0][1,2,1,0][0,0,1,0][1,0,1,0][1,2,0,0][0,0,1,0][0,0,0,1][1,0,0,3][2,0,0,0][0,0,0,1][0,0,2,0][0,0,0,1][1,1,0,0][1,2,0,1][0,0,1,0][0,0,1,0][4,0,1,1][0,0,0,1][0,0,1,0][1,1,0,1][0,0,1,0][1,0,0,0][1,0,2,1][0,1,1,0][1,0,0,1][1,1,2,1][0,0,0,1][1,0,0,0][1,1,0,2][0,0,1,0][0,0,1,0][0,2,0,0][1,0,0,1][0,0,0,1][1,1,1,0][0,0,1,1][0,1,0,0][0,2,1,0][0,0,1,0][1,0,0,0][0,1,1,1][0,2,0,0][1,0,1,0][3,2,0,1][0,0,0,1][1,0,0,0][0,1,0,1][0,0,1,0][0,0,0,1][1,2,0,1][0,0,1,0][0,0,0,1][1,1,0,1][0,0,1,0][0,1,0,0][0,2,0,1][0,0,0,1][0,0,0,1][0,1,0,0][0,1,0,1][1,1,0,0][1,0,2,1][1,0,1,0][0,0,0,1][2,0,1,1][0,0,0,1][1,1,0,0][1,1,2,1][0,0,1,0][1,0,0,0][1,0,0,2][0,1,0,0][2,0,0,0][2,1,0,1][0,1,0,0][0,0,0,1][0,0,1,1][1,1,0,0][0,0,1,0][1,2,1,0][0,1,0,0][0,0,1,0][0,0,1,0][0,1,0,0][0,1,0,0][1,1,0,0][0,1,0,0][1,0,0,0][1,1,1,1][1,1,0,0][1,0,1,0][0,0,0,1][0,1,0,0][1,0,0,0][0,0,2,0][0,0,1,0][0,1,0,0][2,0,0,1][1,0,1,0][0,1,0,0][0,1,0,1][4,0,1,0][0,0,1,0][0,0,1,1][0,1,0,0][0,1,0,0][5,1,0,1][0,1,0,1][0,1,0,0][0,1,1,2][0,0,0,1][0,0,1,0][0,0,1,1][0,0,0,1][0,0,0,1][0,0,1,1][0,0,0,1][0,0,0,1][0,0,1,2][0,0,1,0][0,0,0,1][0,1,1,2][0,0,0,1][1,0,0,0][1,0,1,1][1,0,1,0][0,1,0,0][2,0,0,2][0,0,1,0][1,0,0,0][1,0,1,1][0,0,0,1][0,1,0,0][1,1,0,1][0,1,0,0][0,1,0,0][1,0,1,1][0,1,0,0][0,0,0,1][1,0,1,1][1,0,0,1][1,0,0,1][1,0,1,1][0,0,1,1][1,1,0,0][1,2,0,1][1,0,1,0][0,0,0,1][0,0,2,0][1,0,0,1][0,0,1,0][1,2,1,0][0,0,1,0][0,0,0,1][0,0,2,1][1,1,0,1][0,1,0,0][0,3,0,0][0,1,0,0][1,0,0,0][3,2,0,0][0,0,1,1][0,0,0,1][4,0,0,2][1,0,0,0][0,1,0,0][0,2,0,1][1,1,0,0][1,0,1,0][0,0,1,0][0,0,1,0][0,0,0,1][1,3,0,1][1,1,0,0][0,0,0,1][0,0,1,2][0,0,1,0][0,0,1,0][0,1,1,0][0,0,0,1][0,0,0,1][0,1,1,0][1,1,0,0][0,0,0,1][1,2,1,0][0,0,1,0][1,0,0,0][1,1,3,1][0,1,0,0][1,0,0,0][1,1,2,0][1,0,1,0][1,0,0,1][0,1,1,1][0,1,0,0][1,0,0,0][1,1,0,1][0,0,0,1][0,0,0,1][0,0,1,1][0,0,1,0][0,1,0,0][1,0,2,0][1,0,1,0][0,1,0,0][0,0,1,0][0,1,0,0][0,0,1,0][1,0,1,1][0,0,0,1][0,0,1,0][0,0,1,1][0,0,0,1][1,0,1,0][4,0,2,0][0,1,0,0][0,0,0,1][1,1,1,1][0,0,0,1][0,0,0,1][0,2,1,0][0,1,1,0][0,0,1,0][0,1,2,1][0,0,0,1][0,0,1,0][2,0,1,1][0,0,0,1][0,0,1,0][0,1,1,1][1,1,0,0][1,1,0,0][2,3,0,0][0,1,0,0][1,0,1,0][0,1,0,1][0,0,1,0][0,0,1,0][4,0,3,0][0,1,0,0][0,0,1,0][1,0,1,2][0,0,0,1][0,0,1,0][1,1,1,0][1,1,0,0][1,0,1,0][2,1,2,0][1,0,0,0][1,0,0,0][0,1,1,1][0,0,0,1][0,0,1,0][2,1,1,1][0,0,0,1][1,0,0,0][2,2,0,1][0,0,0,1][0,0,1,0][1,2,0,0][0,0,1,0][1,0,0,0][1,0,0,2][0,0,0,1][0,0,0,1][1,1,1,1][1,0,0,0][0,0,1,0][0,2,0,1][1,2,0,0][0,1,0,0][3,0,1,2][1,0,1,0][1,0,1,0][1,0,1,1][1,0,1,0][0,1,0,0][0,1,0,1][1,0,0,0][1,0,0,0][0,1,2,0][0,1,0,0][0,0,1,0][3,2,2,1][0,0,0,1][0,0,0,1][0,0,0,2][0,0,0,1][2,1,0,0][0,1,2,0][0,0,1,0][0,0,0,1][2,1,1,0][0,1,0,0][0,0,0,1][1,1,1,0][0,0,0,1][0,1,0,0][0,1,0,1][0,0,1,0][1,1,0,0][3,0,3,0][0,0,0,1][0,1,0,0][0,0,1,1][1,0,0,1][0,1,0,0][2,1,0,1][0,1,0,0][0,1,0,0][3,2,1,0][0,0,1,0][0,0,0,1][0,1,2,1][1,0,0,0][0,0,1,0][0,1,1,0][0,0,0,1][0,1,0,0][0,0,1,1][0,1,0,0][0,1,0,0][1,0,2,0][0,2,0,0][0,1,0,0][2,0,2,0][0,0,1,0][1,0,0,1][1,1,1,0][0,0,1,0][0,1,0,0][0,0,1,0][0,1,0,0][0,0,1,0][0,0,1,2][1,0,0,1][0,0,0,1][0,2,0,1][0,0,0,1][0,1,0,0][0,0,1,1][2,0,0,0][0,0,0,1][3,0,2,2][0,1,0,0][0,1,0,0][0,1,1,0][1,0,0,1][0,0,1,0][0,2,0,1][1,0,0,1][1,0,0,0][1,0,1,2][0,0,0,1][0,1,0,0][0,0,1,1][0,0,0,1][1,0,0,0][0,1,0,1][0,0,0,1][1,1,0,0][1,1,0,1][2,0,0,0][0,0,0,1][1,2,1,0][0,1,0,0][1,0,0,1][3,1,0,0][0,0,1,0][0,1,0,0][0,1,1,1][1,1,0,1][0,1,0,0][0,0,2,1][0,1,0,0][0,1,0,0][6,0,0,1][3,1,0,0][0,0,0,1][4,1,2,0][0,0,1,0][0,1,0,0][0,1,1,0][0,1,0,0][0,0,0,1][0,0,2,0][0,0,1,0][0,0,0,1][0,1,0,1][0,1,1,0][1,0,0,1][0,1,2,0][0,0,0,1][0,1,0,0][0,0,1,1][4,0,0,0][0,1,0,0][1,1,0,1][0,0,0,1][1,0,0,0][0,2,0,1][0,0,1,0][0,0,1,0][0,1,1,1][1,0,1,0][0,0,0,1][0,0,2,0][0,1,0,0][0,1,0,0][0,0,0,1][0,1,0,0][0,0,0,1][1,1,1,0][0,0,1,0][0,1,0,0][2,2,0,1][1,1,0,0][0,0,0,1][1,0,0,1][1,1,1,0][0,0,0,1][1,0,0,2][0,0,0,1][0,0,1,0][1,0,1,1][1,0,0,1][0,0,1,0][2,3,2,0][0,0,1,0][0,1,0,0][1,1,1,0][0,1,0,0][1,0,0,1][0,0,1,2][1,0,0,0][1,0,0,0][2,3,0,0][0,0,0,1][0,0,0,1][1,3,0,0][0,0,1,0][0,0,1,0][2,0,1,1][0,0,1,0][1,0,1,0][0,1,1,1][0,0,0,1][0,0,0,1][0,1,1,0][0,0,0,1][0,0,0,1][1,1,1,0][0,0,1,0][0,0,0,1][0,1,0,0][0,0,1,0][0,1,0,0][0,1,2,0][0,0,1,0][0,1,0,0][2,0,1,1][0,1,1,0][0,1,0,0][0,0,1,1][0,0,1,0][1,0,0,0][0,1,1,0][0,1,0,0][1,0,1,0][0,1,2,0][1,0,0,1][1,0,0,0][0,1,0,1][0,0,0,1][0,0,1,0][1,1,0,2][0,1,0,0][0,0,1,0][2,1,0,2][1,2,0,0][0,1,0,0][0,0,1,1][0,0,0,1][0,0,0,1][0,0,0,1][0,0,0,1][1,1,0,0][1,0,1,2][0,0,0,1][0,0,0,1][3,0,1,0][0,0,1,0][0,1,0,0][1,0,2,0][1,0,1,0][0,0,0,1][0,1,0,0][0,1,0,0][1,0,1,0][1,1,1,1][0,1,0,0][1,0,0,0][1,2,0,1][1,0,0,1][1,1,0,0][0,1,0,1][0,0,0,1][0,1,0,0][0,0,1,1][0,0,1,0][0,0,1,0][0,0,1,2][1,0,1,0][0,0,1,0][1,0,2,0][0,1,0,0][0,0,1,0][2,0,0,2][1,0,0,0][0,0,1,0][2,0,0,2][1,0,1,0][0,0,0,1][2,0,2,0][1,0,0,0][1,1,0,0][1,0,0,1][0,0,1,0][0,1,0,0][0,2,0,1][0,0,0,1][0,0,1,0][0,1,1,1][0,1,0,0][0,0,1,0][0,1,0,0][10032,0,78520,54529]",,,,,,,,
,,,,,,,,,,,,,,
Customer,Demand1,Demand2,Demand3,Demand4,Demand5,Demand6,Demand7,Demand8,Demand9,Demand10,Demand11,Demand12,Demand13,Demand14
0,2782,1144,844,0,1080,2,2485,1002,0,1185,990,0,2661,975
1,1228,261,318,1747,520,0,106,1409,476,481,518,0,2090,248
2,487,97,243,166,468,1,482,283,241,149,340,2,0,59
3,5615,2746,2520,0,3005,4228,3515,1959,2576,3186,3502,0,2817,1894
4,181,133,219,15,292,0,178,279,222,0,248,1,172,117
5,197,53,0,75,62,0,174,51,77,57,0,0,209,57
6,1575,948,1027,0,1027,0,4905,0,0,728,1179,0,0,1006
